v,alternative,vikor_Q,vikor_S,vikor_R,rank
0.0,ridge,0.0,0.0,0.0,1
0.1,ridge,0.0,0.0,0.0,1
0.2,ridge,0.0,0.0,0.0,1
0.3,ridge,0.0,0.0,0.0,1
0.4,ridge,0.0,0.0,0.0,1
0.5,ridge,0.0,0.0,0.0,1
0.6,ridge,0.0,0.0,0.0,1
0.7,ridge,0.0,0.0,0.0,1
0.8,ridge,0.0,0.0,0.0,1
0.9,ridge,0.0,0.0,0.0,1
1.0,ridge,0.0,0.0,0.0,1
