model,weighted_mae,stability_score,error_std,worst_fold_error,mae_h1,rmse_h1,mape_h1,r2_h1,mae_h2,rmse_h2,mape_h2,r2_h2,mae_h4,rmse_h4,mape_h4,r2_h4,annual_mae_x,annual_mape_x,annual_consistency,annual_mae_y,annual_mape_y,annual_bias,consistency_score
ridge,0.0334311577298115,0.982596755620478,0.0177114816225223,0.0811503765963488,0.0332827433421865,0.0454825948570416,0.2854757289385679,0.9088305206071698,0.0333273637019896,0.0457000679147209,0.2859387151150039,0.9018282448431808,0.0339578847406071,0.0463748780099043,0.2913506948458526,0.9037408892858396,26411.836404671267,1.9300022181407563,0.9806999778185924,26411.836404671267,1.9300022181407563,23019.653882132217,0.9806999778185924
