feature,coefficient,abs_coefficient
CO2e_lag1,0.17296499721776462,0.17296499721776462
Q2,-0.08507897960096195,0.08507897960096195
Q4,0.07642327927156015,0.07642327927156015
Air_Temp,-0.027648563221532155,0.027648563221532155
