column,n_outliers,pct_outliers,min,max,mean,std
Rainfall,1,0.9523809523809524,141.4,539.9,295.4761904761905,82.18821448804323
COVID_Deaths,15,14.285714285714285,0.0,60810.0,2177.371333333333,8694.759196140254
