feature,mean_importance,std_importance,min_importance,max_importance,normalized_importance
CO2e_per_Population,23.83666048931635,6.12217184728646,13.029861568808803,40.23932739597171,1.0
TEC,15.860166547494124,4.7694552861663295,6.732117919730998,23.897493236614903,0.6653686473657956
CO2e_lag4,9.40781869513911,3.2995157317174546,4.442518425131351,15.076585284356282,0.3946785540430765
CEI,7.469113268506437,4.142475998495781,2.162276714835158,14.789247589170103,0.3133456245623883
CO2e_per_TEC,6.508749089379523,3.9651583826241894,0.6517211596568926,14.201646780101317,0.27305624847477106
CO2e_lag2,5.914150670234966,2.9225445852180703,1.5613167819830271,12.397518090580611,0.24811154536037894
Population,5.8247339639868105,2.8830855315273327,2.0656958608137543,11.805420265964283,0.24436031912261663
TEC_dlog,5.713539491093465,2.9864353912160784,1.4627352458133933,10.859396145297353,0.23969546798110783
HDD_proxy,2.8193457520790965,1.6262030003067611,0.4947273695054331,7.837155649680007,0.11827771567844976
Air_Temp,2.4824235986643126,1.4658953008060696,0.6420626625013625,4.93312789333282,0.10414309503535282
CO2e_lag1,2.4321046054784876,1.60698969863432,0.5361121766934522,6.450689807903415,0.10203210330442734
GDP,2.2785029088241164,0.9219387967218777,1.230040678691321,4.5120845813457064,0.09558817644968963
CO2e_lag3,1.9563050786092815,0.7723842937227886,1.0347714154069845,4.267546236371149,0.08207127334326476
GDP_dlog,1.7915602433284916,0.6560181777857064,0.4135129004521016,2.6545811727850874,0.0751598674710106
CO2e_dlog,1.641458501925792,1.039425489264292,0.7563972733370181,5.678870214831466,0.06886277138785853
Rainfall,1.5594442197674454,0.6699014051037622,0.47469183168326273,3.200087447995003,0.06542209301787019
Q2,0.8697803038388678,1.2434209895777948,0.0,4.305519943145227,0.036489184557908415
Q4,0.647807361044653,0.5029902234710527,0.010968181942807999,2.1160426741749596,0.02717693450955522
Q3,0.49292930577613414,0.4047872846689722,0.002186074499431358,1.293951082847123,0.02067946162160871
COVID_Deaths,0.3679872626328691,0.6640841679035027,0.0,1.7918970997424313,0.015437869864270707
COVID,0.12092496385946441,0.22994724739274428,0.0,0.7046946115225692,0.005073066502485248
EnergyCrisis,0.004493679020202954,0.016612437073882325,0.0,0.06590729229631,0.0001885196553526041
CDD_proxy,0.0,0.0,0.0,0.0,0.0
