fs_option,n_features,C1_accuracy,C2_stability,C3_shap_concentration,C4_shap_stability,C5_parsimony,mae_h1,mae_h2,mae_h4,error_std,vikor_S,vikor_R,vikor_Q,vikor_rank,is_compromise
fs_consensus,9,0.06310883013983597,0.9705894503206135,0.8862510081366121,0.8001186775691671,0.4375,0.05971258863355902,0.06095109201594386,0.07483604109136646,0.030301740524452735,0.30137536612407917,0.12238174451493465,0.334479471770066,1,False
fs_linear,3,0.09011540400137673,0.9656884645564369,1.0000000000000002,0.9423076923076923,0.8125,0.08792765969560801,0.08816332146661544,0.09851288856794047,0.03553064647957986,-0.09999999999999998,0.2,0.5,2,False
fs_nonlinear,12,0.060888102285351534,0.9708643954897379,0.8128389981104728,0.7099380438734466,0.25,0.05791002058691103,0.05862420745402407,0.07172914877844397,0.030009962921304804,0.5,0.2,1.0,3,False
