feature,importance
CO2e_lag4,0.9477515124669974
GDP_dlog,0.010744064142875698
GDP,0.010219254781387542
COVID_Deaths,0.008628772419688064
CO2e_dlog,0.008044956710458502
CO2e_per_TEC,0.008008310019285024
Rainfall,0.005343007263502321
Q2,0.0007761338192726778
Q4,0.00048398837653271015
