feature,coefficient,abs_coefficient
CO2e_lag4,0.13562157083457593,0.13562157083457593
CO2e_dlog,0.054163842127512095,0.054163842127512095
CO2e_per_TEC,0.04177113083018693,0.04177113083018693
Q4,0.027364078400861993,0.027364078400861993
COVID_Deaths,-0.019380769859960515,0.019380769859960515
Q2,-0.019139695032657823,0.019139695032657823
GDP_dlog,0.014750339424633023,0.014750339424633023
GDP,-0.01113171442083879,0.01113171442083879
Rainfall,-0.006957816396962845,0.006957816396962845
