feature,importance
CO2e_per_Population,0.807510000276837
TEC,0.09309485028775684
CO2e_lag4,0.08896320958478675
CO2e_lag1,0.002219591773942489
CEI,0.001814522339894107
CO2e_dlog,0.0016753494796113507
CO2e_lag3,0.0014953675446838916
HDD_proxy,0.0014669098688964005
TEC_dlog,0.0012083932003297754
COVID_Deaths,0.0004442802199511605
EnergyCrisis,4.894516572027242e-05
Q2,4.765683702000224e-05
COVID,1.0923420570090983e-05
