feature,importance
CO2e_lag4,85.425475095803
CO2e_dlog,3.732386681360904
GDP,2.923369433414494
COVID_Deaths,2.5884558318636857
Rainfall,1.7910637611864366
GDP_dlog,1.7120447405363184
CO2e_per_TEC,1.656487500763807
Q4,0.13316349040842432
Q2,0.037553464662949045
