fs_option,n_features,C1_accuracy,C2_stability,C3_shap_concentration,C4_shap_stability,C5_parsimony,mae_h1,mae_h2,mae_h4,error_std
fs_linear,9,0.0896536292275115,0.9663888316512785,0.9525632557947765,0.8131464009648817,0.6086956521739131,0.08648524995741808,0.0872518821650354,0.10117719799645915,0.03478017051510183
fs_nonlinear,20,0.058677953206107365,0.9715000793828092,0.7313418989804705,0.6998094504145267,0.13043478260869568,0.056223541907823374,0.05649367090525219,0.06809040490310014,0.02933599412086163
fs_consensus,9,0.05938095215070078,0.9697854547403163,0.8225598117649502,0.7626682196363873,0.6086956521739131,0.05641316793174876,0.057425907385376423,0.06973297984606737,0.03115590681629102
fs_filter,21,0.05884018247599538,0.972088564168907,0.7314158971936764,0.7004715020680704,0.08695652173913049,0.05642005260535707,0.056654556306137284,0.06816894640737832,0.028712852778960737
fs_wrapper,13,0.05570975403299817,0.9722720293179525,0.8035769836804268,0.8599133950562297,0.4347826086956522,0.053729763521622,0.05374658030260256,0.06360449090703198,0.02851873739646561
fs_embedded,21,0.06027000312570706,0.9706149447728628,0.756570365410395,0.7412631795370308,0.08695652173913049,0.057258698285576885,0.058347531164995,0.0706819731671006,0.03027467832160128
fs_hybrid,22,0.058677953206107365,0.9715000793828092,0.7313418989804705,0.7099011442924233,0.04347826086956519,0.056223541907823374,0.05649367090525219,0.06809040490310014,0.02933599412086163
