feature,importance
CO2e_per_Population,39.51257113856603
TEC,24.034163028115145
CO2e_lag4,17.019954779195054
CEI,7.005452557798576
CO2e_lag3,5.479147042679972
CO2e_lag1,2.7849111544924288
TEC_dlog,2.192148994768914
COVID_Deaths,1.0722832283704922
HDD_proxy,0.375186559019346
EnergyCrisis,0.1840909684058038
Q2,0.1816659962833523
CO2e_dlog,0.1572896537526424
COVID,0.001134898552256285
